Close,High,Low,Open,Volume
UAH=X,UAH=X,UAH=X,UAH=X,UAH=X
41.07202911376953,41.221553802490234,40.84505844116211,40.84505844116211,0
41.221553802490234,41.313621520996094,41.14330291748047,41.313621520996094,0
41.14330291748047,41.37018585205078,41.368507385253906,41.368507385253906,0
41.37018585205078,41.29763412475586,41.230499267578125,41.230499267578125,0
41.29763412475586,41.33906936645508,41.26458740234375,41.26458740234375,0
41.232032775878906,41.43780517578125,41.40683364868164,41.43780517578125,0
41.40683364868164,41.5623779296875,41.496158599853516,41.5623779296875,0
41.496158599853516,41.53170394897461,41.38880157470703,41.53170394897461,0
41.38880157470703,41.33210372924805,41.32089614868164,41.33210372924805,0
41.32089614868164,41.167240142822266,41.139041900634766,41.167240142822266,0
41.173465728759766,41.30992889404297,41.265750885009766,41.265750885009766,0
41.345157623291016,41.42467498779297,41.345943450927734,41.35926818847656,0
41.42467498779297,41.425716400146484,41.38692855834961,41.38692855834961,0
41.425716400146484,41.461204528808594,41.3916015625,41.461204528808594,0
41.3916015625,41.515018463134766,41.36140060424805,41.50886917114258,0
41.30668640136719,41.46187210083008,41.26093673706055,41.26093673706055,0
41.46187210083008,41.593231201171875,41.3676872253418,41.3676872253418,0
41.58688735961914,41.68903732299805,41.54372787475586,41.54372787475586,0
41.68903732299805,42.16201400756836,41.698089599609375,42.16201400756836,0
41.698089599609375,41.85178756713867,41.6394157409668,41.85178756713867,0
41.483970642089844,41.79273986816406,41.473636627197266,41.473636627197266,0
41.79273986816406,41.73107147216797,41.61515808105469,41.73107147216797,0
41.61515808105469,41.60095977783203,41.574989318847656,41.60095977783203,0
41.61515808105469,41.60095977783203,41.574989318847656,41.60095977783203,0
41.574989318847656,41.68054962158203,41.68054962158203,41.68054962158203,0
41.72751998901367,41.76990509033203,41.7319221496582,41.7319221496582,0
41.76990509033203,41.94160461425781,41.77735137939453,41.94160461425781,0
41.76990509033203,41.829681396484375,41.829681396484375,41.829681396484375,0
41.829681396484375,42.08919143676758,41.86025619506836,42.08919143676758,0
41.78253936767578,42.003936767578125,41.792667388916016,41.792667388916016,0
42.003936767578125,42.12774658203125,42.02642059326172,42.12774658203125,0
42.02642059326172,42.254150390625,42.05039596557617,42.254150390625,0
42.05039596557617,42.10227966308594,41.93583679199219,41.93583679199219,0
42.10493469238281,42.103302001953125,41.994651794433594,42.103302001953125,0
42.18320083618164,42.242095947265625,42.10861587524414,42.242095947265625,0
42.10861587524414,42.02544403076172,41.873199462890625,41.873199462890625,0
42.02544403076172,41.977752685546875,41.78879928588867,41.78879928588867,0
41.977752685546875,42.03078842163086,41.89377212524414,42.03078842163086,0
41.89377212524414,41.824676513671875,41.7978515625,41.7978515625,0
41.81087875366211,41.94215393066406,41.869380950927734,41.869380950927734,0
41.94215393066406,41.84861755371094,41.739532470703125,41.739532470703125,0
41.84861755371094,41.720516204833984,41.62367630004883,41.62367630004883,0
41.720516204833984,41.86989212036133,41.734745025634766,41.86989212036133,0
41.734745025634766,41.659019470214844,41.640132904052734,41.659019470214844,0
41.54975891113281,41.71614074707031,41.70656967163086,41.71614074707031,0
41.70656967163086,42.00886154174805,41.80601501464844,42.00886154174805,0
41.80601501464844,41.75649642944336,41.65389633178711,41.75649642944336,0
41.65389633178711,41.55295944213867,41.47468948364258,41.55295944213867,0
41.47468948364258,41.5068244934082,41.39982986450195,41.5068244934082,0
42.06793975830078,41.975276947021484,41.511558532714844,41.975276947021484,0
41.1514778137207,41.44198989868164,41.25135040283203,41.25135040283203,0
41.44198989868164,41.348758697509766,41.24223327636719,41.24223327636719,0
41.348758697509766,41.382545471191406,41.18071365356445,41.382545471191406,0
41.18071365356445,41.185791015625,41.084938049316406,41.084938049316406,0
41.34458923339844,41.474605560302734,41.35687255859375,41.474605560302734,0
41.35687255859375,41.404502868652344,41.39661407470703,41.39661407470703,0
41.404502868652344,41.55145263671875,41.26103210449219,41.26103210449219,0
41.55145263671875,41.49868392944336,41.44477844238281,41.44477844238281,0
41.49868392944336,41.34107971191406,41.21180725097656,41.21180725097656,0
41.20502853393555,41.23255920410156,41.1773796081543,41.1773796081543,0
41.23255920410156,41.34700012207031,41.2928352355957,41.2928352355957,0
41.34700012207031,41.40945053100586,41.377079010009766,41.377079010009766,0
41.40945053100586,41.43905258178711,41.344520568847656,41.43905258178711,0
41.344520568847656,41.34889221191406,41.16612243652344,41.16612243652344,0
41.34355545043945,41.46763229370117,41.136409759521484,41.136409759521484,0
41.46763229370117,41.49160385131836,41.37667465209961,41.49160385131836,0
41.37667465209961,41.35237121582031,41.30722427368164,41.30722427368164,0
41.35237121582031,41.3918342590332,41.20838928222656,41.3918342590332,0
41.20838928222656,41.578575134277344,41.143836975097656,41.578575134277344,0
41.24273681640625,41.233436584472656,41.083030700683594,41.083030700683594,0
41.233436584472656,41.17844009399414,41.14714431762695,41.14714431762695,0
41.17844009399414,41.01894760131836,40.91265869140625,40.91265869140625,0
41.01894760131836,40.960296630859375,40.560787200927734,40.560787200927734,0
40.960296630859375,40.994842529296875,40.96107864379883,40.994842529296875,0
40.98961639404297,41.06245422363281,40.926734924316406,40.926734924316406,0
41.06245422363281,41.17379379272461,41.01480484008789,41.01480484008789,0
41.17379379272461,41.3010139465332,41.171531677246094,41.171531677246094,0
41.3010139465332,41.316184997558594,41.24226760864258,41.316184997558594,0
41.24226760864258,41.30427932739258,41.178428649902344,41.30427932739258,0
41.11000061035156,41.26167678833008,41.194828033447266,41.26167678833008,0
41.194828033447266,41.31388473510742,41.13707733154297,41.13707733154297,0
