Price,Close,High,Low,Open,Volume
Ticker,EURUAH=X,EURUAH=X,EURUAH=X,EURUAH=X,EURUAH=X
Date,,,,,
2020-11-25,33.36389923095703,33.450599670410156,33.36389923095703,33.36389923095703,0
2020-11-26,33.450599670410156,33.554500579833984,33.450599670410156,33.450599670410156,0
2020-11-27,33.554500579833984,33.688899993896484,33.554500579833984,33.554500579833984,0
2020-11-30,33.688899993896484,33.859100341796875,33.688899993896484,33.688899993896484,0
2020-12-01,33.859100341796875,33.895301818847656,33.859100341796875,33.859100341796875,0
2020-12-02,33.895301818847656,33.95709991455078,33.895301818847656,33.895301818847656,0
2020-12-03,33.95709991455078,34.05870056152344,33.95709991455078,33.95709991455078,0
2020-12-04,34.05870056152344,34.1244010925293,34.05870056152344,34.05870056152344,0
2020-12-07,34.1244010925293,34.1244010925293,33.83660125732422,34.1244010925293,0
2020-12-08,33.83660125732422,33.83660125732422,33.69810104370117,33.83660125732422,0
2020-12-09,33.69810104370117,33.737701416015625,33.69810104370117,33.69810104370117,0
2020-12-10,33.737701416015625,33.737701416015625,33.6515007019043,33.737701416015625,0
2020-12-11,33.6515007019043,33.6515007019043,33.590999603271484,33.6515007019043,0
2020-12-14,33.590999603271484,33.590999603271484,33.555599212646484,33.590999603271484,0
2020-12-15,33.555599212646484,33.555599212646484,33.441898345947266,33.555599212646484,0
2020-12-16,33.441898345947266,33.614898681640625,33.441898345947266,33.441898345947266,0
2020-12-17,33.614898681640625,33.7869987487793,33.614898681640625,33.614898681640625,0
2020-12-18,33.7869987487793,33.90340042114258,33.7869987487793,33.7869987487793,0
2020-12-21,33.90340042114258,33.923099517822266,33.90340042114258,33.90340042114258,0
2020-12-22,33.923099517822266,34.454200744628906,33.923099517822266,33.923099517822266,0
2020-12-23,34.454200744628906,34.454200744628906,34.390899658203125,34.454200744628906,0
2020-12-24,34.390899658203125,34.390899658203125,34.301998138427734,34.390899658203125,0
2020-12-25,34.301998138427734,34.301998138427734,34.301998138427734,34.301998138427734,0
2020-12-28,34.301998138427734,34.301998138427734,34.284000396728516,34.301998138427734,0
2020-12-29,34.284000396728516,34.284000396728516,34.234500885009766,34.284000396728516,0
2020-12-30,34.234500885009766,34.47840118408203,34.234500885009766,34.234500885009766,0
2020-12-31,34.47840118408203,34.48109817504883,34.47840118408203,34.47840118408203,0
2021-01-01,34.48109817504883,34.48109817504883,34.48109817504883,34.48109817504883,0
2021-01-04,34.48109817504883,34.66579818725586,34.48109817504883,34.48109817504883,0
2021-01-05,34.66579818725586,34.66579818725586,34.46770095825195,34.66579818725586,0
2021-01-06,34.46770095825195,34.57720184326172,34.46770095825195,34.46770095825195,0
2021-01-07,34.57720184326172,34.57720184326172,34.352699279785156,34.57720184326172,0
2021-01-08,34.352699279785156,34.352699279785156,34.33539962768555,34.352699279785156,0
2021-01-11,34.33539962768555,34.33539962768555,33.95439910888672,34.33539962768555,0
2021-01-12,33.95439910888672,33.95439910888672,33.76689910888672,33.95439910888672,0
2021-01-13,33.76689910888672,33.76689910888672,33.72079849243164,33.76689910888672,0
2021-01-14,33.72079849243164,33.81100082397461,33.72079849243164,33.72079849243164,0
2021-01-15,33.81100082397461,33.81100082397461,33.73630142211914,33.81100082397461,0
2021-01-18,33.73630142211914,33.73809814453125,33.73630142211914,33.73630142211914,0
2021-01-19,33.73809814453125,33.80730056762695,33.73809814453125,33.73809814453125,0
2021-01-20,33.80730056762695,33.922698974609375,33.80730056762695,33.80730056762695,0
2021-01-21,33.922698974609375,34.0614013671875,33.922698974609375,33.922698974609375,0
2021-01-22,34.0614013671875,34.0614013671875,34.0010986328125,34.0614013671875,0
2021-01-25,34.0010986328125,34.0010986328125,33.918800354003906,34.0010986328125,0
2021-01-26,33.918800354003906,33.918800354003906,33.86709976196289,33.918800354003906,0
2021-01-27,33.86709976196289,33.86709976196289,33.84109878540039,33.86709976196289,0
2021-01-28,33.84109878540039,33.84109878540039,33.78070068359375,33.84109878540039,0
2021-01-29,33.78070068359375,33.801998138427734,33.78070068359375,33.78070068359375,0
2021-02-01,33.801998138427734,33.801998138427734,33.596500396728516,33.801998138427734,0
2021-02-02,33.596500396728516,33.596500396728516,33.432098388671875,33.596500396728516,0
2021-02-03,33.432098388671875,33.432098388671875,33.318199157714844,33.432098388671875,0
2021-02-04,33.318199157714844,33.318199157714844,33.105098724365234,33.318199157714844,0
2021-02-05,33.105098724365234,33.105098724365234,32.956199645996094,33.105098724365234,0
2021-02-08,32.956199645996094,32.95989990234375,32.956199645996094,32.956199645996094,0
2021-02-09,32.95989990234375,33.234798431396484,32.95989990234375,32.95989990234375,0
2021-02-10,33.234798431396484,33.36880111694336,33.234798431396484,33.234798431396484,0
2021-02-11,33.36880111694336,33.424598693847656,33.36880111694336,33.36880111694336,0
2021-02-12,33.424598693847656,33.4364013671875,33.424598693847656,33.424598693847656,0
2021-02-15,33.4364013671875,33.48970031738281,33.4364013671875,33.4364013671875,0
2021-02-16,33.48970031738281,33.584800720214844,33.48970031738281,33.48970031738281,0
2021-02-17,33.584800720214844,33.584800720214844,33.33100128173828,33.584800720214844,0
2021-02-18,33.33100128173828,33.33100128173828,33.30329895019531,33.33100128173828,0
2021-02-19,33.30329895019531,33.50419998168945,33.30329895019531,33.30329895019531,0
2021-02-22,33.50419998168945,33.57080078125,33.50419998168945,33.50419998168945,0
2021-02-23,33.57080078125,33.6427001953125,33.57080078125,33.57080078125,0
2021-02-24,33.6427001953125,33.69960021972656,33.6427001953125,33.6427001953125,0
2021-02-25,33.69960021972656,33.8130989074707,33.8130989074707,33.8130989074707,0
2021-02-26,33.8130989074707,33.54669952392578,33.54669952392578,33.54669952392578,0
2021-03-01,33.54669952392578,33.54669952392578,33.437400817871094,33.54669952392578,0
2021-03-02,33.437400817871094,33.437400817871094,33.299198150634766,33.437400817871094,0
2021-03-03,33.299198150634766,33.299198150634766,33.25699996948242,33.299198150634766,0
2021-03-04,33.25699996948242,33.25699996948242,33.07490158081055,33.25699996948242,0
2021-03-05,33.07490158081055,33.07490158081055,32.82569885253906,33.07490158081055,0
2021-03-08,32.82569885253906,32.82569885253906,32.65340042114258,32.82569885253906,0
2021-03-09,32.65340042114258,32.67900085449219,32.65340042114258,32.65340042114258,0
2021-03-10,32.67900085449219,32.690799713134766,32.67900085449219,32.67900085449219,0
2021-03-11,32.690799713134766,32.90409851074219,32.690799713134766,32.690799713134766,0
2021-03-12,32.90409851074219,32.73929977416992,32.73929977416992,32.73929977416992,0
2021-03-15,32.73929977416992,32.73929977416992,32.63970184326172,32.73929977416992,0
2021-03-16,32.63970184326172,32.78099822998047,32.63970184326172,32.63970184326172,0
2021-03-17,32.78099822998047,32.62699890136719,32.62699890136719,32.62699890136719,0
2021-03-18,32.62699890136719,32.75429916381836,32.75429916381836,32.75429916381836,0
2021-03-19,32.75429916381836,32.75429916381836,32.69860076904297,32.75429916381836,0
2021-03-22,32.69860076904297,32.722801208496094,32.69860076904297,32.69860076904297,0
2021-03-23,32.722801208496094,32.722801208496094,32.7224006652832,32.722801208496094,0
2021-03-24,32.7224006652832,32.7224006652832,32.69260025024414,32.7224006652832,0
2021-03-25,32.69260025024414,32.69260025024414,32.69160079956055,32.69260025024414,0
2021-03-26,32.69160079956055,32.69160079956055,32.631900787353516,32.69160079956055,0
2021-03-29,32.631900787353516,32.65019989013672,32.631900787353516,32.631900787353516,0
2021-03-30,32.65019989013672,32.65019989013672,32.41809844970703,32.65019989013672,0
2021-03-31,32.41809844970703,32.41809844970703,32.36989974975586,32.41809844970703,0
2021-04-01,32.36989974975586,32.372398376464844,32.36989974975586,32.36989974975586,0
2021-04-02,32.372398376464844,32.372398376464844,32.372398376464844,32.372398376464844,0
2021-04-05,32.372398376464844,32.372398376464844,32.372398376464844,32.372398376464844,0
2021-04-06,32.372398376464844,32.53269958496094,32.372398376464844,32.372398376464844,0
2021-04-07,32.53269958496094,32.93320083618164,32.53269958496094,32.53269958496094,0
2021-04-08,32.93320083618164,32.93320083618164,32.81129837036133,32.93320083618164,0
2021-04-09,32.81129837036133,32.87540054321289,32.81129837036133,32.81129837036133,0
